__context__	deontic acceptability	deontic authority	dynamic necessity	dynamic possibility	epistemic
deontic acceptability	4.731595793324188	1.7927927927927927	0.3509700176366843	0.6209048361934477	0.6465237166991553
deontic authority	1.7927927927927927	4.033783783783784	0.3841698841698842	0.503436353670363	0.42460881934566147
dynamic necessity	0.3509700176366843	0.3841698841698842	1.3537414965986394	1.1264987742366837	0.8977443609022556
dynamic possibility	0.6209048361934477	0.503436353670363	1.1264987742366837	1.1391327415967154	0.8986780523852533
epistemic	0.6465237166991553	0.42460881934566147	0.8977443609022556	0.8986780523852533	2.7562326869806095
