Total number of sentences:                    ,36487,100
Sentences with 0 markers:        ,30151,82.63491106421466
Sentences with 1 marker:        ,5466,14.980678049716337
Sentences with 2 markers:        ,740,2.0281196042426073
Sentences with 3 or more markers: ,130,0.3562912818264039
Sentences with at least 2 co-occurring markers: ,870,2.384410886069011
